,message_id,message_text
797,1778,"Ну что, товарищи, обгоревшее лицо с синими тенями — это новый тренд😏

Называется он «frosty retro makeup» и вдохновлен рождественской рекламной кампанией SKIMS с Ким Кардашьян в главной роли, соответственно.

В общем, кожу делаем чуть более загорелой, за исключением небольшого участка под глазами, оставляем его естественного цвета, создавая впечатление, будто вы спустились с горы в** **заснеженном Куршевеле где-то рядом с новым бутиком Жакмюса в брендированных лыжах и сноубордах и сняли солнцезащитные очки.

#РоскошныйМакияж"
800,1775,"Рубрика «вернусь к бывшим за адвент-календарь от Jo Malone»😏

Ребят, ну это настоящая ярмарка специй. Во-первых, он создан по мотивам имбирных пряников. А во-вторых, в нем собраны миниатюры ароматов (очень много запахов праздничных специй и имбирных пряников), миниатюры для тела, две ароматические свечи и полноразмерный парфюм. Стоит около 80т.р.💔

#РоскошныеНовинки"
804,1771,"Честно, не был знаком с брендом Cosworker до этого, хотя в последнее время много пользуюсь корейской косметикой. Корейцы в последнее время очень и очень приятно удивляют. У бренда есть продукты, оказывающие легкое охлаждающее действие и понижающие температуру кожи на 2 градуса. Для чего это делается… чтобы сократить выработку себума, успокоить кожу и придать ей свежий вид.

Начнем с патчей. Плотные, не сползают, не рвутся, приятно пахнут. Без липкости, стянутости и ощущения дискомфорта. Кожа под глазам стала напитанной, увлажненной, гладкой. Уменьшились темные круги и отеки. Соотношение цена/качество 10 из 10. Стоят в районе 800р

Далее у нас эссенция. Дизайн такой скандинавский, как я люблю, приятный флакон из матового стекла. Быстро впитывается, без липкости. За счет охлаждения делает кожу светлее, убирает сухость. Рабочая увлажняющая эссенция, не ВАУ. Просто хорошее увлажнение без агрессивных компонентов, что немаловажно для тех, у кого чувствительная кожа. В целом за сумму в 1000, надо брать, хо-хо💋

#РоскошныйВыбор"
805,1770,"Пока многие в стрессе расписывают свои итоги года, от которых уже, откровенно говоря, все устали, предлагаю перевести свое внимание на что-то более ценное и приятное😏

На маркетплейсе @ozonru до 25 декабря проходит [Финальная распродажа года](https://ozon.ru/t/ar1Zb3L) со скидками до 80%! «Леша, Леша, а что можно купить», — будете орать вы, а я вам отвечу, что все от одежды до электроники, от продуктов для праздничного стола и новогодних украшений.

А самое главное — здесь можно найти подарочные наборы и отдельные косметические продукты для вашей прикроватной косметички.

Порадуйте себя и близких, ссылочку оставлю [здесь](https://ozon.ru/t/ar1Zb3L), хо-хо💋

Реклама. ООО «Интернет Решения» 
erid: LjN8K5gBB"
818,1757,"Рубрика «косметика для жен олигархов»… легендарный крем от Augustinus Bader теперь можно купить в эксклюзивном хромированном флаконе от французского дизайнера Haider Ackermann за €565…

По словам Хайдера, «морщины — признак роскоши, потому что это означает, что у вас были и счастье, и печаль, и заботы. Это можно прочитать. Это как стихотворение. А когда лицо пустое — читать нечего». 

Замечательно, что Хайдер считает морщины роскошью, но я лучше буду использовать люксовый анти-эйдж уход от Augustinus Bader😏

#РоскошныеНовинки"
821,1754,"Я крашусь каждый день и иногда даже перекрашиваюсь. Сегодня у меня будет находка для таких, как я, собственно, ведь не только нашему лицу, но и кистям, которые мы задрачиваем постоянно, нужен уход.

Салфетки для очищения кистей Mischa Vidyaev отлично пропитаны, очень влажные, такая у них приятная отдушка. Они безворсовые с перфорацией. Размер у них средний, как раз удобный, чтобы успеть использовать всю салфетку, пока она не высохнет. Подойдут для кистей с искусственным и натуральным ворсом, хорошо очищают и сухие, и кремовые текстуры. 

Расход экономичный, для моей горы кистей мне хватает 3 салфеток. Не портят ворс и дают антибактериальный эффект, что немаловажно. Стоят в районе 700р, хо-хо💋

#РоскошныйВыбор"
833,1742,"Valmont люблю нежной любовью, вы знаете, много раз про них рассказывал. Совершенно потрясающий адвент-календарь Winter Illumination с 12 роскошных средств ухода за кожей. Итак, здесь и очищающее средство, и тонер, и сыворотка, и крем, и контур глаз, и маска. За цену в 400€ я говорю однозначно надо брать, хо-хо💋

#РоскошныеНовинки"
846,1729,"Прекрасно понимаю, что все уже устали от песен Аббы и Марайи Керри, я тоже устал, но адвент-календарь особенно от любимых Армани Бьюти пропустить не могу😏

Я в восторге от того, что в нем много ароматов Armani и их линия Crema Nera. Это два совершенно потрясающих восстанавливающих крема — для лица и кожи вокруг глаз — Crema Nera Extrema, которые отлично напитывают, увлажняют и дают мощный регенерирующий эффект. Всего в адвент-календаре 24 продукта, которые в сумме составляют $435, а набор стоит $310.00, хо-хо💋

#РоскошныеНовинки"
857,1718,"Еще одно масло для губ, от которого я в восторге — это Dior Lip Glow в оттенке 006. Начнем с того, что у него большой ворсистый аппликатор, поэтому наносить им крайне удобно, можно прокрасить всю оральную зону😏

По текстуре тягучий, есть небольшая липкость, но она не раздражает совершенно, хотя с распущенными волосами на ветру наносить его я бы не стал. Приятный обволакивающий эффект с небольшим покалыванием и холодком на губах за счет ментола в составе. Убирает всякие шелушения, отлично напитывает и смягчает губы, придает им ухоженный вид. Стоит 4,5т.р, хо-хо💋

#РоскошныйВыбор"
861,1714,"Адвент-календарь Christian Louboutin — это отдельный вид восторга! 24 роскошных предмета спрятаны в купе Полярного экспресса. Открываем эту вещицу, а там тушь для ресниц/ румяна/ парфюм / матовая помада / рефилл/ подвеска… боже, хочу💔😭 Стоит $600.00

#РоскошныеНовинки"
866,1709,"Так…. знаю многие скучают по люксэ, поэтому расскажу про свой любимый косметос от Серёжи Наумова…. 

Тушь — классика, идеальная силиконовая щетка… Натюрель эффект с лёгким объемом и крутой длиной, очень легко наслаивается, никакого утяжеления и осыпаний ❤️

Девственно-пудровые жидкие румяшки, легкое сияние, выглядят супер даже на жирной коже. В пару к ним отлично подходит пыльно-розовый блеск с идеальным глянцем для сосок-нереалок… 

Муссовые тени…. роскошный богатый золотисто-розовый оттенок тоже для любого мейка…. не подчеркивают текстуру века и переживут даже самую мразную новогоднюю вечеринку….

Это всё не просто так…. Мы с [Серёжей](https://t.me/naumita?Erid=LdtCKgvh8) решили разыграть для вас 4 средства на выбор победителя…. 😏 Условия простые: 

1. Подписаться на [телеграм-канал Серёжи Наумова](https://t.me/naumita?Erid=LdtCKgvh8)

2. Оставить под этим постом один комментарий…

Итоги 20.12… всем удачи ❤️ Победителя выберут в комментариях, с ним свяжутся с аккаунта @sergeynaumov_im.

#РоскошныйПодарок хо-хо 💋"
870,1705,"Утро доброе, если бодрое.. всеми любимые патчи, какие патчи уже только не изобрели. Опробовал бюджетный вариант от корейцев Petitfee — патчи с 24-каратным золотом. В общем, убирают мелкие морщинки, хорошо увлажняют, осветляют кожу, освежают взгляд. Ожидать, что они растянуть большие морщины не стоит, а вот предотвратить их появление за счет увлажнения и питания, это да, это могут. 

Сами по себе патчи плотные, не рвутся, чувствуется приятный холодок. За 1200р берем точно

От них же есть еще патчи для шеи. Интересная маска, похожая на крылышки, но не могу сказать, что удобная, хотя эффект все же есть. Что мы имеем… легкий лифтинг, хорошее увлажнение, уменьшение глубины морщин на шее. Стоит в районе 200р, хо-хо💋

#РоскошныйВыбор"
879,1696,"В последнее время нарядные мероприятия, которых, откровенно говоря, не так уж мало... соответственно, хочется необычно украсить зону зрительной торговли, ну так чисто для себя, чтобы было приятно 😏

#РоскошныйМакияж"
882,1693,"Я могу рекомендовать кремы, сыворотки, умывалки от DTMS. Если знакомы с брендом, то вы поймете о чем речь. Однозначно входит в топ моих любимых российских брендов. Понятный состав, видимый эффект, яркие баночки с удобной помпой 10 из 10♥️ 

Чем пользуюсь сейчас:

Гель Don't touch my cleanser… прикол его в том, что он не пенится, так как в нем маленькое количество ПАВ. Я уже придрочился и понял что к чему. Нанес на лицо, размазал, смыл. При этом кожу очищает отлично, до лёгкого скрипа.

Сыворотка с витамином С на коже ощущается приятно, без липкости и жирности. Впитывается быстро, хорошо увлажняет, дает легкое сияние. Нет запаха и отдушки, на коже почти не ощущается. Если использовать регулярно, то через месяц кожа становится значительно лучше, более ровной, гладкой, приобретает здоровый вид и сияние. После сыворотки использую увлажняющий крем из этой же линейки, именно лайт версию. В паре они работают отлично. 

По цене около 2000р каждое средство, хо-хо💋

#РоскошныйВыбор"
884,1691,"Слушайте, красное вино для меня тяжеляк, но в качестве маски для лица супер❤️ Корейская маска Yadah почти не ощущается на коже, очень тонкая, полупрозрачная с легким винным оттенком от пропитки. Плотно прилегает к лицу, поэтому я наношу ее на 20 минут и спокойно занимаюсь делами. Маска не мешает, нигде не отходит, не топорщится. 

После снятия делаю легкий массаж с оставшимся средством. Есть небольшая липкость, но через пару минут проходит. Хорошо напитывает, увлажняет, успокаивает кожу, дает естественное сияние. Деликатный запах вина, который быстро проходит, что немаловажно для тех, кто не любит отдушки.

По цене: ~600р

#РоскошныйВыбор"
891,1684,"Кажется, а когда кажется, сами знаете что надо сделать, тренд «тихой роскоши» коснулся и волос, поэтому к новому году все советуют делать прически в стиле old money. При этом это не дрочь салон, можно по-быстрому накрутиться или заколоть, пара пшиков, а время и силы потратить на шампанское, жирненькую рыбку, икру, таз оливье, понимаете😏

#РоскошныйЛайфхак"
895,1680,"Масло вместо блеска для губ? Почему бы и да! Роскошное масло для губ Clarins с ухаживающими свойствами и сильной пигментацией, мелким помолом блесток для мерцания, который заметен из космоса. Приятный фруктовый запах, хорошо ложится и держится, без липкости. Мне нравится наслаивать несколько раз, чтобы получить более насыщенный оттенок. Стоит в районе 2т.р, хо-хо💋

#РоскошныйВыбор"
897,1678,"Ароматы Maison Margiela сложные и далеко не всем заходят. Когда принюхиваются к Replica By the Fireplace, спрашивают, что горит… На мой вкус они совершенно потрясающие. Аромат насыщенный, необычный, пахнет ванилью и костром, такой сладковато-горело-копченый запах. Ваниль раскрывается позже. Шлейф есть, но не сильный.

Whispers in the Library c тёплыми древесными нотами, подойдет для прохладной влажной погоды. Пахнет буквально старой библиотекой: кожа, полированное дерево, книги. Такой богатый запах. Сначала чувствуется легкая сладкая ваниль, дальше становится суше и строже. 

По цене каждый около 9т.р.💋

#РоскошныйВыбор"
898,1677,"Однозначно попадёт в топ моих фаворитов. У меня довольно часто съемки, а в повседневной жизни у нас всех мероприятия, а сейчас еще и корпоративы, Новый год.. короче, моя кожа неплоха, но всегда есть пятнышки, сосуды/вены видны, особенно когда девятый день беспробудного пьянства, понимаете. Новый СС-крем для тела Erborian дает коже такой ровный тон, загорелость и легкое сияние.

По текстуре он легкий, напоминает жидкий тональник или любимый мной CC-крем для лица от Erborian. Наносить его можно как руками, так и большой кистью для тела. Распределяется равномерно и в складки не забивается. Держится он столько же, сколько и крем для лица – на мне продержался морнинг переходящий в хуивнинг😏Жирный минус: оставляет следы на одежде

#РоскошныйВыбор"
908,1667,"Товарищи, парад новогодних адвент-календарей продолжается, на этот раз посмотрим, что создал британский Vogue. Потрясающая совершенно история с упаковкой календаря — ящики украшены иллюстрациями изданий журнала начиная с 1916 года. Что внутри… Charlotte Tilbury, Olaplex, Clé de Peau, Sisley и другие. Ценник кстати не адский £350, а содержимое оценивается в £1500! Чувствуете разницу, так что не пиздите, люблю-целую💋

#РоскошныеНовинки"
921,1654,"Полнейший восторг от адвент календаря Dr. Barbara Sturm… это то, что захочется купить в подарок, а потом оставить себе😏

24 продукта в полном и тревел-формате для тела/лица/волос. Бренд премиальный, его любят все от Ким Кардашьян до Ирины Шей (список звезд бесконечный). В чем его прикол… активные компоненты здесь — это растительные экстракты портулака и шлемника байкальского, которые, как мы знаем, стимулируют выработку теломеразы (фермент ДНК, который снижается с возрастом). То есть постепенно уменьшаются морщинки и пигментация, выравнивается текстура и тон кожи, повышается ее эластичность.

Барбару Штурм люблю нежной любовью, и такой адвент-календарь 10 из 10. Стоит $560, хо-хо💋

#РоскошныеНовинки"
932,1643,"Что касается косметики Rabanne, то ее хочется купить со страшной силой💔😭

Тот момент, когда читаем и по обложке, и смотрим, что внутри. Потому что над «обложкой» прям заебались. Очень все красиво, такая космическая упаковка, как для подарочных наборов, так и отдельных косметических продуктов. Такие точно и поставить на полку в ванную не стыдно и иметь в прикроватной косметичке, как я говорю, хо-хо💋

#РоскошныеНовинки"
951,1624,"Мини-фляга от Виктории Бекхем, чтобы носить любимый (алкоголь😏) аромат с собой.. 

В новую коллекцию также вошли три аромата. Каждый парфюм, как страница из ее личного дневника, связан с каким-то моментом из жизни Виктории. Первая встреча с Дэвидом, романтические выходные в Париже, беззаботные дни в Калифорнии. Вопрос один: можно в такой фляжечке носить не парфюм?💔

#РоскошныеНовинки"
957,1618,"Новогодняя коллекция Rokael на вес золота в прямом смысле... Главная, на мой взгляд, ее фишка в том, что футляр помады и вообще вся упаковка в виде слитка золота. 

Этот бренд, как оказалось, знают далеко не все, его создал визажист Бейонсе. Ориентировочные цены $26 за помаду, $24 за масло для губ. Выглядит, конечно, это все так, что вы королева, хотя на самом деле, сами понимаете, не голубых кровей, хо-хо💋

#РоскошныеНовинки"
966,1609,"Вот такой вот интересный тренд на двойные стрелки, черную подводку и эффект накладных ресниц, вдохновленный фильмом «Присцилла: Элвис и я». 

Фильм еще не смотрел, а мейкап понравился очень, даже для тех, у кого руки из жопы, как у меня, попробовать, как мне кажется, стоит😏👌🏻 

#РоскошныйМакияж"
968,1607,"Декабрь на сложном… когда нехуйски начинаешь день часов в 6 утра, летишь на съемки, затем домой поспать на час-два, снова просыпаешься на вечернее мероприятие, нужно быть фреш, всегда и быстро! 

Опробовал новинку от корейского бренда belif. Это маска, она не осветляющая, а придающая коже яркость, чистый, свежий и отдохнувший вид. По текстуре нежная, кремовая, легкая, без лишней маслянистости. Естественная отдушка без каких-то химикатов, что немаловажно, так как все продукты belif с натуральным составом. 

Маска отличная и по ощущениям и по эффекту. Убирает тусклый, землистый цвет кожи, лицо после выглядит чище и лучше. Жирный лайк за увлажнение, которое остается надолго. По цене ~4500р, хо-хо💋

#РоскошныеНовинки"
977,1598,"Для тех, кто любит ресницы вольюмом и паучками, как я, такой вот лайфхак с помощью туши и пинцета. Сначала прокрашиваем верхние ресницы, затем набираем на кончик пинцета немного туши с кисточки, и наносим на нижние ресницы, xo-xo💋 
#РоскошныйЛайфхак"
978,1597,"В связи с наступлением холодов хочу максимально обсудить тему увлажнения. Не важно чего: лица, тела, волос, рук/ног/ногтей... ещё чего-нибудь…

Опробовал бустер Skin Regimen Comfort Zone, прикол его в том, что в нем три типа гиалуронки! Кожа после него стала очень увлажненной и напитанной. А еще бустер борется со старением и восстанавливает верхние слои эпидермиса. Советовать-советую! Текстура легкая, быстро впитывается, не оставляет липкости и плёнки. Стоимость ~9 т.р.

#РоскошныйВыбор"
987,1588,"Подъехал тренд для тех, кто хотел почувствовать себя наследницей огромного состояния… хотя бы визуально😏 сегодня обсудим тренд old money. Собрал для вас видео, как сделать макияж в стиле «тихой роскоши», ключевой момент здесь – это идеальная, безупречная кожа.

Все как мы любим, рубрика «макияж без макияжа», рубрика «я просто просыпаюсь такой каждое утро»💔

#РоскошныйМакияж"
989,1586,"Оставляю вам две сыворотки, которые сейчас у меня в уходе — ретинол и антиоксиданты Skinjestique. 

Для тех, у кого чувствительная кожа и кто боится ретинола, то это во-первых, зависит от самого ретинола, во-вторых, от его количества. В сыворотке Skinjestique содержание ретинола 1,5%, поэтому переживать не стоит, раздражений или покраснений не вызвала, по крайней мере у меня. Я бы сказал, даже наоборот, немного успокоила кожу.

Практически ничем не пахнет, по консистенции водянистая. Быстро впитывается, есть небольшая липкость, но она уходит. Протер лицо, и на коже появилось деликатное сияние. Что касается лифтинг эффекта, то овал лица стал чуть более четким, кожа подтянулась, лицо посвежело. По стоимости в районе 6т.р.

Вторая сыворотка с антиоксидантами. На коже почти не ощущается, быстро впитывается. Сразу скажу, что эффект будет виден через пару дней, но чтобы полностью оценить ее действие, нужно подождать пару-тройку недель. Моя уставшая кожа «нулёвка», но с градусом внутри с режимом с корабля на бал, сказала «спасибо» и стала заметно здоровой и сияющей. Стоит около 3-4т.р.💋

#РоскошныйВыбор"
991,1584,"Ребят, ну я не в себе😭… хочу очередной адвент-календарь и на этот раз от Charlotte Tilbury.

Люблю Шарлотт Тилбери нежной любовью, давно рассказывал вам про их флюидный тон от Hollywood Flawess Filter, а здесь сразу 12 косметических продуктов, как полноразмерных, так и тревел-версий. 

Ну я думаю, что этот сундук с косметическими сокровищами - лучший из всех. В наборе есть крем Magic Cream, спрей для фиксации макияжа Airbrush Flawless Setting Spray, помады и масло для губ.

И вся эта неистовая красота всего за $210, и я уже готов был потратиться, но пока солдаут💔

#РоскошныеНовинки"
997,1578,"Слушайте, я люблю, когда бренды думают не только о том, что внутри, но и о том, что снаружи. Мне нравится ощущение дороговизны в руках. Byredo сделали своим ароматам кожаные чехлы. Каждый создан вручную итальянскими мастерами. Такое маленькое черное платье от кутюр для парфюма. Ну не знаю, мне кажется, или это гениально, или это уже перебор. Ну а вы как думаете? 💔

#РоскошныеНовинки"
1001,1574,"Ну что, товарищи, сегодня поговорим о ночных масках для губ. Такой знаете «спа для губ», чтобы они не были похожи на сухую жопку😏

Начнем с Klavuu. Классная ночная маска, приятно наносится и пахнет, на утро губы увлажненные и напитанные. По цене ~1500р

Бюджетный вариант от корейского бренда Jigott. Отличное увлажнение, маленький расход и ценник не адский, всего ~600р. После использования ночью, губы меньше сохнут днем, что немаловажно.

Rouge Bunny Rouge — хорошо восстанавливает, питает, увлажняет. Дает легкий розовый оттенок. Есть небольшая липкость, что меня лично не бесит, но она все же присутствует👌

#РоскошныйВыбор"
1011,1564,"Ребят, ну это восторг… коллекция Givenchy к Новому году, вдохновленная роскошью вечеринок 70-х, времен легендарного Юбера де Живанши. 

Совершенно дивные помады/палетка/пудра/хайлайтер. Для таких сорок, как я, придумали этот потрясающий футляр для помады. Отличная цветовая гамма теней! Берем вообще не глядя🔥

#РоскошныеНовинки"
1013,1562,"Суббота на расслабленном… решил поболтать немного о сыворотке для лица Maskoholic. Сыворотки в моем уходе за кожей меняются чаще, чем мой муд по утрам. У меня есть свои фавориты, о которых я уже не раз вам рассказал. Я в восторге от масок для лица Maskoholic (если не писал про них, расскажу обязательно), а тут еще и сыворотка. 

Что могу сказать? Эффект от нее накопительный. Отлично увлажняет, напитывает кожу, убирает мелкие морщинки. Что касается более глубоких морщин, здесь не надо ждать, что сыворотка за 1000 рублей способна дотянуть вас до жопы, но для домашнего ухода супер♥️

#РоскошныйВыбор"
1020,1555,"Обычно я не жду какого-то неебического эффекта от туши или удлинения до небес. Но тушь от Sesderma приятно удивила. Она не просто удлиняет ресницы, она еще и увлажняет, укрепляет, делает их гибкими и уменьшает выпадение. То есть тратится на дополнительный уход для зеркал для наших глазок не нужно. Все в этой абсолютно потрясающей туши есть. И как мы любим — эффект натурэль. Стоит в районе 2,5т.р, хо-хо💋

#РоскошныйВыбор"
1023,1552,"Ну что, товарищи, для тех, кто планирует сосаться на морозе не только в первый день зимы, но и весь отопительный сезон, два средства, которые сделают губы мягкими, как вишенки. 

Скраб Be Bio Be Beauty из тростникового сахара с маслом ши, сладкого миндаля и оливы хорошо отшелушивает, удаляет сухие ороговевшие частички. По цене около 1000р.

Бальзам Weleda отлично увлажняет, смягчает и препятствует потере влаги. 600-700р, хо-хо💋

#РоскошныйВыбор"
1032,1543,"«Slicked-Back Hair» — это новый волосяной тренд, подчеркивает шею и ключицы, а еще делает лицо стройнее. Так что если вы любите обожраться на ночь салатом с майонезом, то вы знаете, как утром накрутить волосы, чтобы все это скрыть. 

Ну вот то, что вместе с трендом появилось много роликов на тему того, как спасти волосы после «самой актуальной прически года», это, конечно, стресс ад. Оказывается, если слишком часто делать такую прическу — привет, алопеция, то есть выпадение волос.

Так, что, товарищи, мода модой, но помните о здоровье ваших волос, целую в плечи, до скорой встречи💋

#РоскошныеТренды"
1042,1533,"Обожаю💔Мои любимые YSL Beauty выпустили адвент календарь! В лимитке полноразмерные и мини-версии продуктов на сумму $552 всего за $400. Настроение под оливье и шубу открывать по окошечку в этом совершенно потрясающем календаре и каждый день находить маленький бриллиант. Палетка в бело-золотом мраморном дизайне, а сами тенечки с узором в виде снежинок и лого бренда — я уже хочу😭 
#РоскошныеНовинки"
1044,1531,"Очень радуют умывалки для лица Сlean it Zero от корейского бренда Banila Co. Баночки немаленькие и расход экономичный. Сам формат очищающего бальзама необычный для умывалок. Мне не очень нравится пездать пальцами в банке, и я не люблю пользовать ложечками, но благодаря плотной и густой консистенции набирается он хорошо.

В наборе три средства: Clean it Zero Original смывает косметику и увлажняет, Clean it Zero + Pore Clarifying для тех, у кого жирная кожа, Clean it Zero + Brightening для осветления кожи, соответственно.  
Смывает супер даже водостойкий макияж, если раньше я по два раза намыливал лицо, то сейчас с первого раза вся косметика смывается. 

Добавил немного воды, помассировал — кожа чистая, нежная, без сухости. По стоимости около 2-2,5т. рублей, поэтому в соотношении цена/качество хайли рекомэнд♥️

#РоскошныйВыбор"
1046,1529,"Боже, какая красота! Dior создал новогоднюю лимитку, вдохновленную садом Тюильри в Париже. Здесь все есть: от теней для век до помад и лаков. А эти помады, товарищи! Rouge Dior Forever Liquid Sequin с блестками и Dior Addict в этом роскошном футляре цвета слоновой кости с золотистыми деталями. Когда дело касается такой красоты, я говорю «надо брать»💋

#РоскошныеНовинки"
1061,1514,"Кремов и сывороток для холодного сезона никогда не бывает много. Чем я пользуюсь, чтобы убрать сухость, раздражение, покраснение:

Успокаивающий крем cool biotic, dr. Brandt с конопляным маслом отлчино снимет раздражение и покраснение и успокаивает кожу. ~5500р

Sensifine hydra от SVR подойдет тем, у кого сухая и чувствительная кожа. По текстуре такой кремово-гелевый, хорошо напитывает и увлажняет. ~1500р

Сыворотка calming serum, barbara sturm создана для восстановления кожи после солнечного ожога, стресса, смены часовых поясов. Эффект дает сразу — устраняет все неприятные ощущения, жжение, зуд, покраснение. По цене около 24т.р.

Сыворотка Babor calming serum с нежной текстурой успокаивает кожу, убирает раздражение, без стянутости и дискомфорта. По цене около 8т.р.

Успокаивающий увлажняющий крем remedy, comfort zone — нежирный, без отдушек и силиконов, дает ощущение комфорта и спокойствие даже самой раздраженной коже. Стоит около 5т.р.

DR.JART+ cicapair intensive soothing repair быстро впитывается,  уменьшает красноту, снимает зуд, без липкости и жирных следов. Подходит для всех типов кожи, цена 5-6т.р.

#РоскошныйВыбор"
1067,1508,"Сегодня поговорим о тренде, который заставит наши губы ощутить вкус вишневой колы, а нашу оральную зону превратит в произведение искусства😏

Cherry Cola lips — начинаем с коричневого карандаша, наносим матовую красную помаду, сверху коричневые оттенки, завершаем красным или винным блеском для губ, хо-хо💋

#РоскошныйМакияж"
1073,1502,"Настроение «под бутылочку игристого открывать по одному окошечку адвент-календарь». Такие, знаете, сюрпризы каждое утро, и даже без похмелья😏 Я в восторге от новогодней коллекции Comfort Zone. Назвали ее «Тайны красоты» и добавили туда адвент-календарь, семь наборов для лица и тела, два средства с ароматом Tranquillity. Такую красоту точно кому-нибудь подарю на праздники. Или оставлю себе, хо-хо💋

#РоскошныеНовинки"
1077,1498,"В очередной раз приятно удивляюсь тому, как хорошо корейцы делают косметику по соотношению цена/качество. Опробовал бренд Thim, что могу сказать... начнем с того, что внешне радует глаз, упаковка минималистичная и приятная на ощупь. Первое, что я опробовал, это их матовая жидкая помада в оттенке cozy beige. Приятная кремовая текстура, как будто покрывает губы шелковой тканью. Легкая, не скатывается, как некоторые бывшие, не оставляет следом, и цвет — как любимый утренний латте. В меру пигментированная, губы выглядят насыщенно и при этом очень естественно. По цене ~1500р

Двухсторонние тени для век — карандаш и пудра в одном флаконе. Для тех, кто вечно опаздывает, как я, и хочет выглядеть на все сто без лишних трат времени. Очень стойкие, yтром нанес, вечером они все еще на месте. ~2000р

Карандаш-тени для бровей, здесь 3-в-1: карандаш, пудра и щеточка, очень удобно. За пару минут делают брови четкими, объемными, соболиными, а еще и напитанными и увлажнёнными за счет увлажняющих масел в составе. ~1500р

Консилер тоже в очень удобном формате 2-в-1: карандаш и жидкий консилер. Отлично скрывает покраснения и темные круги под глазами, разглаживает и выравнивает тон. По текстуре достаточно плотный, но не ощущается на коже. ~1800р

хо-хо💋

#РоскошныйВыбор"
