,message_id,message_text
20378,3049,"Вообще, я давно говорила, что с годами я все больше и больше перехожу на кремовые продукты, потому что только с ними получается сделать сильные акценты, но при этом чтобы они не бросались в глаза и становились частью тебя. 
Вообще слава богу, что мы уже уходим от тренда инстаграм мейкапа и переходим на чуть живые образы 😬"
20379,3048,"Потому что: 
1. ни одни сухие тени так не растушуешь натурально и красиво как этот темный консилер 
2. вы можете наносить до теней, допустим перед кремовыми тенями с блестками, чтобы изначально придать форму глазу 
3. И иногда даже поверх теней, чтобы окончательно помочь растушевать все идеально или придать больше глубины. 
4. Это просто незаменимая вещь, если у вас нависающее веко, я всегда это делала с помощью кремового бронзера интуитивно, а когда увидела, как визажист пользуется именно этой палеткой - то поняла, что точно надо брать) 
5. Возможно для вас это хай левел и дополнительная ненужная опция, но поверьте мне, это действительно упрощает работу с растушёвкой) 
#Mac"
20381,3046,"Честно, не знаю что там, кроме спирта, который очень быстро улетучивается и Аида сказала, что какие-то типы спиртов вполне можно использовать даже в уходе! Протираешь два раза в день лицо и средство не только лечит, но и предотвращает новые воспаления. Кожа очистилась за неделю! И это только одна болтушка, а если делать процедуры и лечить все в комплексе!! В общем я очень хочу продолжить консультации с ней и писать вам что и как мы с ней поступаем на примере моих проблем (а у меня друзья, ну ооочень капризная и жирная кожа). 
Хочу только сказать, чтобы не было вопросов, это не реклама, болтушку мне подарили, но консультации косметолога я буду проходить за деньги! 
Просто хочу вам посоветовать ее, потому что она очень адекватный врач. 
Если соберётесь к ней, сразу сдавайте анализ крови! #Prive7 

https://www.instagram.com/aidacosm"
20384,3043,"Я конечно на прошлой неделе только и занималась маникюром, волосами, спрей таном (это кстати отдельный восторг, такое чувство, что провёл три недели на Ибице, а не 20 минут в комнате со спреем). 
И что я хочу вам сказать, это слишком все затягивает, настолько, что я уже начала философствовать о равных правах и о том, зачем придумали женщине работать😆"
20385,3042,"Я не знаю как она так делает, но мой мейк держался идеально до 5 утра, утром даже было жалко смывать. Все-таки иногда нужно делать исключения и положиться на профессионала 😝
https://www.instagram.com/kristina_dzul"
20394,3033,"Вообще, тинты это идеальная вещь, но не все, не все такой кремовой консистенции, как у #becca, а большая часть из них просто оставляют яркий пятнистый цвет 🙁 Попробуем найти замену или dupe в масс-маркете)"
20397,3030,"В общем, это крем-гель, а у меня обычно не идёт с гелями, хотя у меня жирная кожа, всегда такие ощущения от геля, что он «на поверхности» и даже не хочет впитываться 😂 Это очень странно, понимаю, учитывая, что в гелевых формулах больше воды и они лучше должны впитываться. 
С этим кремом немного по-другому все, намазываешь и он становится прям масляным, как сыворотка. Я использую очень мало, так как он действительно очень увлажняет, думаю оставить его на более холодный период. Для нормальной и сухой кожи - вперёд хоть сейчас. 
Хороший крем и опять же, для меня не такой расходный, как для сухой кожи, что плюс) 
Единственное, он пахнет достаточно сильно, как сахарная вата или конфетки, в целом приятно, но я обычно против любого запаха) #GlamGlow"
20399,3028,"Вообще, лучше конечно для жирной кожи, я даже иногда оставляю на пару минут как маску и смываю. Несмотря на свою «глиняную консистенцию» не сушит и не стягивает вообще. Хороший клинсер, но опять же слегка cooling эффект не всем нравится, хотя летом зашло на ура, честно. Буду покупать и чередовать со скрабом #Origins GinZing. #GlamGlow"
20406,3021,"Аня, добрый день! Подписалась на Ваш канал в телеграм. И пишу с информацией - возможно, небольшой просьбой. Я сама из г. Челябинска и в этом городе мы запустили социальный проект по обучению девочек из детских домов профессии визажиста и стилиста причесок. Девочки 13-17 лет. Задумка в том, чтобы после обучения они смогли работать и уже сами зарабатывать.
 С проектом можно познакомиться в нашей группе ВК https://vk.com/wall-126790101_113
На сайте boomstarter 
https://boomstarter.ru/projects/532294/145394?utm_source=6_8_2018#content
Мы обучили девочек половине, на оставшуюся часть ищем спонсоров.
Суть обращения вот в чем - есть ли у Вас возможность дать информацию среди Ваших подписчиков? Возможно, среди них найдутся спонсоры проекта"
20407,3020,"А ещё у ребят идёт набор на базовый курс визажиста! Курс будет супер полезен, даже если вы даже не собираетесь стать визажистом! Даже я, типа такой знаток, когда провела два часа с визажистом Надей, офигела от того, как мало я вообще знаю про своё лицо 😂 Это при том, что я еще ХУДОЖНИК!! В общем, хайли рекоменд, это не реклама, я просто люблю профессионалов своего дела ❤️ 
https://www.instagram.com/p/BlU3-rNHxp8/?utm_source=ig_share_sheet&igshid=yglqxi2y60fp"
20412,3015,"Мне вчера все сказали, как я хорошо выгляжу, а у меня 6 перелетов за 3 недели и кожа в таких адских прыщах, что не дай бог кто-то это увидит, поэтому я как из «Смерть ей к лицу» подлатала себя сверху спреем с АКРИЛОМ"
20416,3010,"Мои горячо любимые друзья из https://t.me/psychodaily запустили новый гид по культурной столице ❤️ В Питере оказывается не только пить (как завещал нам один горячо любимый исполнитель), но и много чего другого можно поделать. Вижу как чаша весов по тусовочкам если не перевесила, то сравнялась с Москвой точно) Обязательно зачекайте гид и перестаньте мучать питерских друзей с вопросами «куда сходить». 

Отдельно хочу сказать, как я радуюсь, что вот так вот с помощью телеграма рождаются новые медиа, пусть и камерные, но у ребят все впереди! Катя, Паша, Филипп и все, кто причастны к этому – поздравляю вас 😝"
20417,3009,"Новый гид для веселых и придирчивых: все главные места и приключения в Петербурге. Сделан вместе с картой All Airlines, чем мы страшно гордимся. http://telegra.ph/Otkrytki-iz-Peterburga-novye-i-luchshie-mesta-v-gorode-07-24-2"
20429,2997,"У меня такой кризис с косметосом, точнее с новыми палетками, что я даже не хочу про новые писать, потому что сколько можно уже выпускать палетки С ТЁПЛЫМИ ОТТЕНКАМИ. 
Я понимаю, что зажралась, я как Амина в небезызвестном видосе про «хочу мир увидеть, а ты мне все Дубаи»"
20435,2991,"Эта фирма вообще на тему органики и натуральности помешана, ну Шведы, что с них взять) Энивей, в мое случае самое главное, чтобы крем не оставлял жирную пленку и белый каст. С этим он справляется и мне нравится что он очень быстро «высыхает на лице». Если наносить на лицо, а сверху лёгкий бб крем - то даже в сильную жару и влажность все держится. Купить можно в любой молекуле (molecule project) #LABruket"
20448,2977,"Это и праймер, и база, и хайлайтер – все сразу! Если у вас сухая кожа – вы ОСОБЕННО полюбите этот продукт, если наносить до тональной основы. Чем-то похоже по консистенции на очень жидкий хайлайтер с очень деликатным свечением. Но что он делает с кожей - мамочки 😭😩 У меня был пробник и я обязательно закажу полноценную банку. Так как кожа у меня жирная, использую его везде, кроме Т-зоны. Лицо живее, кожа красивее в сто раз. В общем посмотрите один видос с ним и все поймёте 😜#charlottetilbury"
20475,2950,"Меня знаете, что удивляет, у них там в калабасасе жара каждый день, как у нас раза 4 в году. Как это все держится на ней, да ещё и бейкинг сверху. Правда Канье в куртке north face в +25 больше вопросов вызывает, конечно. 
https://m.youtube.com/watch?v=vCJ6U7mQmYw"
20490,2935,"Только пожалуйста, не забываем, что это все отлично складывается с кожей, если вы используете санблок на улице! Да, этот уход не термоядерный, это не ретиноиды, но в любом случае, если вы пользуетесь любыми кислотами – сразу же входите в привычку мазать санскрин) Про санскрины я недавно писала, целый список вы найдёте выше + сейчас я пользуюсь совершенно новым «не вредным» санблоком, с которым с вами поделюсь обязательно 😜"
20494,2931,"Кстати если будете покупать одноразовые маски, смотрите именно у #apieu, они могут быть чуть дороже, но чаще всего в них нет спирта, как в других) я вот собственно и отказалась от тканевых масок из-за этого)"
20499,2925,"Помните Laura Mercier loose setting powder? Наверно самая известная и любимая всеми рассыпчатая пудра. Я считаю, что #toofaced точно такая же, если не лучше. Она ещё более легкая и незаметная. Можно нанести на все лицо, вбив сначала продукт в кисть и убрав излишки «постукиванием», можно на Т-зону, ну и конечно бейкинг, на долгие выходы 😹 Всегда закрепляю этой пудрой консилер) И она вообще никак не тяжелит кожу, очень важно чтобы летом это вам не мешало)"
20501,2921,"1) он без запаха (ненавижу отдушки адские, которыми грешит всегда люкс)
2) без спирта 
3) с ухаживающими компонентами 
4) не матовый, но и не блестит, какой-то средний финиш. Идеальный, потому что сливается с кожей! Я считаю, что подойдёт любому типу. 
5) Перекроет вам в принципе все, что нужно, а если нечего перекрывать, то нанесите только на зоны где краснота или смешайте с кремом (сейчас я его смешиваю с Charlotte Tilbury flawless filter). 
6) * Для жирной кожи - советую его все-таки закрепить пудрой, сами понимаете нам нужно почти всегда это делать) 
#toofaced"
20503,2917,"Я вот уже второй день лежу с самой мерзкой штукой на свете - конъюнктивит (отдельное спасибо айфону, что он сам за меня написал это слово). Если у вас вдруг будет такая же проблема, купите капли Тобрекс, они меня спасли быстрее, чем все 🙏🏻"
20513,2907,"Очень много вопросов по поводу некоторых продуктов и я уже не могу отклоняться 😬 
Маска hydra shock от rexaline – девочки, если у вас сухая и очень сухая кожа, то да. Если у вас возрастная (то есть, сухая кожа опять) то скажу вам да. Для жирной и комбинированной кожи эта маска может не подойти. Лично мне она образует пленку на лице, а я ненавижу это ощущение, писала выше 😄 У многих от неё забиваются  поры. Если вы все-таки решились ее использовать и у вас жирная кожа - начните с 5-10 минут, чтобы кожа не офигела."
20517,2903,"Короче, про блестки поняли, прикольно, но маска то вообще чем хороша? Обещает подтягивающий эффект и упругую кожу. Я не знаю как насчёт подтягивающего эффекта (мне кажется мне пока рано судить), но кожу разглаживает маска на ура. Какие-то неровности, маленькие воспаления – все уходит. Особенно круто ее намазать перед «особым» выходом (на самом деле только перед особыми - маска стоит так нормально 😬). Но мне нравится, что даже на следующий день после неё кожа реально лучше выглядит, то есть это не эффект на один вечер. Вообще, я не ожидала ничего плохого от #GlamGlow, честно, их маска #SuperMud у меня уже несколько лет в фаворитах, но дорого, ребят дорого 🙃 Поэтому говорю маске да, на особенные случаи или наоборот, когда все совсем плохо, надо куда-то вылезать – она вас спасёт. И не смотрите на эти дурацкие блёстки, маска оказалась довольно серьёзной 😏"
20519,2898,"Боялась что будет с крашенными волосами в такой короткой стрижке, но все стало по-моему ещё свежее! Ну, лучше, чем в Prive7 не красит никто, честно. Уже жду когда отрастут немного волосы, чтобы дойти до Ани Тимофеевой ❤️"
20530,2887,"К сожалению в моем канале я практически никогда не успеваю писать вам о сейлах и акциях по косметосу, а они бывают почти каждый день! 
Поэтому с удовольствием расскажу о канале Кати, https://t.me/beauty_shopper !  Она пишет каждый день, разбирая все сайты и марки (от самых дорогих, до масс-маркета). Я всегда себе делаю некий список wishlist и жду акций и скидок и очень часто покупаю по 2-3 банки сразу любимого средства 😄 Поэтому советую подписаться на https://t.me/beauty_shopper, потому что это очень удобно когда весь ресерч  за тебя уже пройден! 😛"
20537,2879,"Резюмируя и тем, кто не не особо понимает язык (хотя я надеюсь там и так должно быть все понятно):
-она рассказывает и показывает сколько нужно его наносить. 
- как удобнее всего распределять продукт (точечно).
-для шеи она использует другой санскрин (потому что он без тинта). И посмотрите сколько она использует на шею (ТОЖЕ МНОГО, как на лицо🧟‍♀️).
-обязательно ждём несколько минут, чтобы продукт впитался! 
-тональный или бб крем лучше наносить спонжиком, «вбивая» продукт. Сэм считает, что кистью вы просто разведете месиво между слоями вашего санскрина и тона."
20539,2877,"Я уже несколько раз писала, что почти не смотрю уже YouTube, кроме пары крутых визажистов и докторов, доктор Сэм – одна из них, и внизу в ролике она рассказывает как наносить санскрин, когда вы используете косметику сверху. Кстати, она использует тот же санскрин, что и я (только с тинтом) 😊🤗"
20548,2866,"Можно купить себе один нейтральный оттенок для базы. Смотря какими оттенками вы больше краситесь! Тени сверху будут держаться в три раза дольше, особенно летом! Это отличный аналог известных paint pot от mac, которые все используют как базу под тени)"
20562,2851,"Ну и последнее - тушь. Тушь довольно хитрая, точнее все нужно делать как по описанию. Первый слой - потом ждём секунду пока высохнет и херачим 2-3-4-5, сколько ваша душа пожелает, тушь удлиняющая, не образует комков вооообще. И очень удобно ее наслаивать в течение дня. Не осыпается, смывается водичкой. Самое смешное, что при первом слое вообще не понимаешь, что происходит, а в следующих такой ОП и на вечеринку готов. #SergeyNaumov"
20563,2848,"Лето, конечно, замечательная пора, но если вы не на ботоксе во всех участках тела, то наверно в курсе, что иногда могут появиться некоторые проблемы, когда очень-очень жарко 😬 Мои знакомые вместе с #DRYDRY сделали клевый бот @DryAnnabot в виде интерактивного теста. Получилось довольно забавно, но главное – полезно. Всем советую пройти ради интереса, потому что это действительно спасительный продукт для многих людей, особенно летом)"
20588,2822,"Короче, поймала себя на мысли, что не хочу больше покупать палетки теней, что все одинаковое и все бесит. Ну, кроме Наташи Деноны или Пэт Макграт, но это уже скорее на приданое, а не на каждый день. И вот парочка более менее новых, которые мне нравятся."
20590,2820,"Аккаунт Наташи Деноны – мой самый любимый в инстаграме. Я понимаю, что это будет не для всех cup of tea, но я как человек с худ образованием не могу не смотреть на ее мастерство растушёвки 😝
Обязательно подпишитесь и поймёте почему ее тени стоят столько бабок (спойлер: они того стоят 😂)."
20592,2818,"Гайз, если у вас работает телеграм, но не загружаются картинки (у меня так было постоянно), то скачайте прокси по ссылке, там автоматически настраивается (возможно ссылка откроется только через 3G /LTE)

Tgproxy.me"
20598,2812,"Многие часто спрашивают, что делать с санскрином, если вы краситесь, не перемывать же макияж, наносить санскрин снова и краситься по второму кругу. Все очень просто, носите собой пудру с санскрином, лучше конечно рассыпчатую, но это на ваше усмотрение)"
20601,2809,"И ещё, хочу напомнить о марке #Supergoop которая занимается в основном продуктами от защиты солнца. Я люблю их спрей санскрин. Единственное, в России не купить, только Sephora или заказывать с feelunique.com!"
20613,2797,"Я могу не намазаться сывороткой, могу даже не увлажнять кожу каждый день, но перед выходом обязательно надо намазать SPF. И не важно где вы живёте, в Рио или в Москве. В Москве конечно полегче с этим, но никто не говорил, что если у нас климат холоднее, то и использовать SPF не обязательно. Я многим советую даже в солнечные зимние дни это делать (да, в те самые 6 дней или сколько там нам отпущено)."
20614,2796,"Так, ну что, наконец период землянки во тьме закончился и мы видим солнце чуточку чаще. А это значит, что я буду опять вам забивать голову защитой от солнца. Буду говорить это пока не откинусь, что первое анти эйдж средство для вашей кожи – это ЗАЩИТА ОТ СОЛНЦА. У меня сразу блок (sun block то есть), что касается этой темы (дурацкая фраза, но кто знает шутку, поймёт)."
20622,2788,"Берём щетку и делаем сухой массаж тела до того как залезть в ванну или душ. Вам не нужны больше никакие средства, кроме щетки. Есть очень много схем по сухому брашингу и как правильно это делать, я советую начинать с ног и постепенно подниматься вверх. Сухой брашинг очень круто помогает с целлюлитом или неровностями, стимулирует систему кровообращения и лимфатическую систему. Я уже не говорю про пилинг кожи и чистку пор) Все дело занимает не больше 10 минут)"
20624,2786,"Во-первых, она сухая, да-да это очень странно и не знаешь что от неё ожидать. Но это очень удобно, никакой липкости и прочего, надеваешь - слегка массируешь, чтобы активировать ее, сидишь 15 минут, снимаешь и вуаля - сияющая кожа. Подходит она всем, но ребятки с сухой кожей ее ОСОБЕННО полюбят. Это единственная маска, после которой кажется, что ты провёл день у косметолога. Кожа после неё идеальная. Сразу говорю, маска дорогая, но вы можете использовать одну маску 3 раза и это совершенно нормально, потому что она полностью сухая. #charlottetilbury"
20626,2784,"А насчёт тканевых масок, они как-то потеряли роль в моей жизни с полноценными масками, хотя может я не натыкалась на что-то круто давно) Самая крутая тканевая маска для меня остаётся от #CharlotteTilbury"
20627,2783,"Зато эти два продукта у них очень крутые и я не понимаю почему никто о них не говорит! Силиконовая щетка для тела мне заменила все, особенно когда лень делать сухой массаж до душа 😛 И очень крутой скраб, который шёл в наборе (сейчас вроде все можно купить отдельно). Щётка массажная, но не агрессивная, очищает отлично и мне нравится, что на ней не копится грязь, считайте, это как Foreo для тела 🙃#DoubleDareOMG"
20630,2780,"#DoubleDareOMG захватил всех своими масками, я попробовала 3 или 4 из них и они хорошие, действительно хорошие маски, но: в некоторых есть содержание спирта (для меня это No-No). Но они делают, что заявлено, приведут вас в себя за 20 минут. Я их называю «выходными» масками 😁 Просто дело не именно в них, у меня в принципе поменялось мнение  на одноразовые, особенно тканевые маски)"
20642,2767,"Ну что, друзья дожили до весны, файналли, всех поздравляю. Я с весной начинают свой таблеточный манифест «минимум для максимума» и поделюсь с вами всякими добавками. Сразу говорю, что все опционально, но и ничего серьезного без советов врача я тоже не принимаю!"
20661,2748,"Мне кажется я не оставила вам выбора в голосовании😝 Уж слишком сильно мне понравилась розовая маска! Но дело тут за вами. Ставим лайк под той маской, которую вы хотели бы увидеть в продаже 😛

https://www.instagram.com/originsrussia

И да, я уже писала очень много раз, как люблю маски от #Origins и что это их основной «профиль», поэтому если она выйдет, буду всем советовать ее обязательно взять! 

Всех с пасхой кста, всем желаю классной весны как верхушка куличика 😛"
20662,2747,"Про каждую маску можно почитать подробнее по памятке. А я лучше напишу какая мне из них больше понравилась! 
Стопроцентно голосую за розовую маску Питахайя, не потому что комбуча плохая, просто лично для моих «нужд» питахайя оказалась нужнее. Она ооочень легкой текстуры, но при этом за 10 минут увлажняет очень круто, я не знаю за счёт ли мелких частичек или других компонентов, когда смываешь эту маску – у тебя становится  ровный цвет лица, при этом она убирает шелушения и красноту тоже. Для меня это победитель, хотя я люблю больше маски с вязкой текстурой, как у комбучи и они чаще лучше на мне работают. А ещё, не самая важная для меня штука, но она пахнет просто нереально!! Но! Не могу не сказать, что если у вас прям серый и тусклый цвет лица, вам очень понравится комбуча, она как маска-детокс и пахнет детокс чаем))"
20670,2739,"Карандаш и кремовые тени у #maybelline дико стойкие, кстати, отдираю от руки)) 
Синий новый чёрный! И вообще, если уж делать морально устаревшие смоки (по моему мнению) то с другими оттенками, чем просто чёрный 🐼"
20675,2734,"Лиза как всегда, не знаю кто может лучше. Посмотрите как карие глаза становятся светлее и выразительнее с синими тенями. А этот тинт от Армани уже у меня в вишлисте) https://www.youtube.com/watch?v=DLH7MCURpQ8"
20686,2723,"Возвращаясь к бальзамам - купила этот #LaRochePosay и в абсолютном восторге! Без запаха, без мяты, слегка сладкий плотный крем-гель. Наносишь с утра и гуляешь спокойно, пока не поешь, разве что. Идеальный бальзам для сухих губ!! Цена около ~500₽ в зависимости от аптеки) 

Следующие на тест пойдут Clinique!"
20696,2710,"Всем привет! Мой пост про лечение акне вызвал massive feedback (потому что Алла Вербер в этом вопросе🤪). Поэтому маленький off-post на тему: как повысить вероятность найти «своего» врача? 

1. Я советую остановить любое самолечение! Идти к терапевту по месту жительства и требовать направление в КВД или идти на платный приём!
2. Настоятельно рекомендую обращаться в КВД (кожно-венерологический диспансер), а не в клиники эстетической медицины. Там лечат не только гонорею, но и акне - потому что это болезнь! В нашей стране все дерматологи это дермато-венерологи!!! Они обязательно проходят практику в КВД. Поэтому реальные врачи, которые лечат кожные болезни остаются там! (P.S. Я не исключаю возможность, что в какой-нибудь клинике сидит супер врач, но я тут про шанс найти профи).
3. Дальше включаем фильтр, является ли для врача проблема акне - болезнью. Если он относиться к этому как к дефекту, с котором вам можно дальше спокойно жить - говорим ему «чаокакао».
4. Обратите внимание на возраст и международный опыт врача. 
4.1 У меня на пути к излечению были и профессоры военмедакадемии, которые предлагали мне варить “болтушки” 🧙‍♀️, и молоденькие аспирантки с отсутствием 
практического опыта. 
4.2 Мой врач в СПб учился и работал во Франции. А расширение кругозора - это вообще всё! Он на первом приеме мне сказал: «за границей изотретиноин назначают при любой степени акне и он выпускается с 80-х годов», а у нас в стране его демонизируют и реально боятся все: от врачей до пациентов! Мой врач не боялся, корректно подобрал дозировку и уход. 

❤️"
20697,2707,"Моя борьба с акне:

Победа над акне, это когда ты наконец можешь  спокойно об этом говорить. 

Маленькая ремарка: мой диагноз легкая, но устойчивая форма вульгарного акне. 

Большая ремарка: мой опыт - это только мой опыт, не воспринимайте его как руководство к действию!

Прыщи начались у меня в старших классах. В общей сложности я боролся с ними 12 лет. Я не буду мучать читателей всеми способами и лекарствами, я напишу о том, что мне помогло:

1. Я нашёл своего врача.
2. Изотретиноин + антибиотики.
3. Изменил уход.
4. Alcohol free жизнь.
5. Спортивное питание.

1. Я нашёл своего врача. За 12 лет я побывал в косметологических кабинетах и КВД. Везде из-за «легкости» диагноза мне назначали мазалки в разных сочетаниях. Десяток раз курсы антибиотиков, после которых все возвращалось на круги своя. Некоторые врачи прямо говорили мне, что «это три прыщика, чего я вообще лечу» или «в 23/25/27 лет все пройдёт». В итоге я попал к врачу, который с первой минуты сказал мне: «акне это болезнь и ее нужно лечить. Даже наличие одного гнойника - это потенциальный рубец». 
2. Врач назначил мне внутреннее лечение: изотретиноин в малых дозах. Первый и единственный врач, который не боялся этого лекарства и не напугал меня. Суммарно я пил разные дозировки 2 курса по 4 месяца под полным контролем. Для усиления действия основного препарата периодически добавлялись антибиотики.
3. Врач объяснил и подобрал мне уход. Мне с третьей попытки подошли: крем для умывания Авен Cleanace + Авен hydrance optimal leger + SPF 50 Авен. Умываюсь я до сих пор 1 раз в день вечером. Протираю лицо только бумажными салфетками. НИКОГДА его не трогаю руками. Бреюсь только триммером (с дезинфекцией насадок). Раз в неделю маска серная маска от Obaji + зимой маска Авен супер увлажняющая (она у них одна такая).
4. Я отказался от алкоголя (прописанные лекарства не совместимы с алкоголем). В итоге это стало хорошей привычкой. Я стал разбираться в Б/А пиве и оно оказалось отличным изотоническим напитком после силовой тренировки :)
5. Я придерживаюсь принципов спортивного питания: сложные углеводы в приоритете, затем правильные жиры и белки. Не отказываю себе в сладком никогда. (Для меня сладкое это Lindt 85% какао и homemade арахисовая паста, все остальное это шлак). Иногда случался филе-о-фиш, конечно же. Но если раньше просто услышав «свободная касса» у меня на лбу зрел очередной прыщ, то сейчас вообще ничего... Антибиотки, кстати зашли на ура, я не принимал никаких «бифиформов» и все было супер, все из-за правильной дозировки.

На сколько я понял - моей проблемой была гиперсекреция кожного сала в сочетании с хроническим гиперкератозом. Как только уменьшились железы и сало исчезло -закончились воспаления. А правильный уход стал благоприятной средой для восстановления кожи."
20698,2706,"Попросила Кирилла (https://t.me/stupchic) написать о его борьбе с акне, потому что он в этом деле уже как Алла Вербер в закупках. Мне кажется будет очень важно почитать про его экспириенс, потому что этот человек пробовал абсолютно все. 
Небольшая пометка к тексту: все упомянутые средства и лекарства нужно использовать после консультации с врачом! Но у вас возможно будет идея от чего отталкиваться, когда вы перепробовали все."
20699,2705,"Новость века: CeraVe теперь официально есть в России, пока продаётся только на wildberries и есть не всё. Позже, надеюсь, появится ещё в паре мест и довезут остальные банки, а пока предлагаю налетать:

https://www.wildberries.ru/brands/cerave"
20700,2704,"Такие тени лучше наносить либо поверх матовых (я делаю это вообще пальцем, пигмент лучше цепляется), либо на базу под тени или «клей» для блестяшек. Очень годный есть у #Nyx, если вы хотите прям ша-бэээээнг!"
20716,2684,"Полезнейший видос Надин про бальзамы для губ, почему мы подсаживаемся на них и какие бальзамы действительно работают! Спойлер: ментол, цитрусы и приятно пахнущие бальзамы не только ничего не делают, но и ухудшают состояние ваших губ. 

https://www.youtube.com/watch?v=ONEVnOMcKVo"
