,message_text,clean_text,cluster,cluster2
1458,"**Усталый тип старения. **

Очень популярный, с утра вы выглядите хорошо, а вечером лицо более уставшее. Кожа нормальная или комбинированная.

**Что изменяется? **
-Морщины у уголков глаз / носогубные складки 
-Снижение тонуса мышц, истощение щек и скуловой зоны 
-чаще всего кожа нормальная или комбинированная, со времени появляется тусклый цвет лица. 

**На что обратить внимание? **
-Антиоксидантные сыворотки и маски, витамин С / ретинол 
-Пилинги / лазерные шлифовки / фотоомоложение
-мезотерапия
-Домашние микротоковые гаджеты и салонные микротоки очень помогают (например про [Bork](https://t.me/kosmetos/6172) писала недавно) 
-Различные техники ручного массажа. 
-Ботулинотерапия (только по показаниям, чаще всего делают инъекции в лоб / уголки глаз и подбородок) 
-SMAS лифтинг, например Ultraformer, который называют безоперационной подтяжкой. Под действием волн ультразвука уплотняется существующий коллаген, а потом вырабатывается новый.",усталый тип старение популярный утро выглядеть вечером лицо устать кожа нормальный комбинированный изменяться морщина уголок глаз носогубный складка снижение тонус мышца истощение щека скуловой зона кожа нормальный комбинированный появляться тусклый цвет лицо обратить внимание антиоксидантный сыворотка маска витамин ретинол пилинг лазерный шлифовка фотоомоложение мезотерапия домашний микротоковый гаджет салонный микроток помогать например 6172 писать различный техника ручной массаж ботулинотерапия показание делать инъекция лоб уголок глаз подбородок  лифтинг например  называть безоперационный подтяжка действие волна ультразвук уплотняться существующий коллаген вырабатываться новый,4,5
1459,"Давно хотела собрать максимально четкую информацию по морфотипам старения. Прочесала оч много статей. И рекомендации куда направить ваш уход, если вы определили свой тип. 
Если вы очень молоды и пока не понимаете ваш тип – посмотрите на ваших мам и бабушек, или на родственников, на которых вы больше всего похожи по типу фигуры/внешности :)

Надеюсь вы правильно определитесь 😁",хотеть собрать максимально чёткий информация морфотип старение прочесать оч стать рекомендация направить уход определить свой тип молодой понимать тип – посмотреть ваш мама бабушка родственник похожий тип фигурывнешность надеяться правильно определиться ,5,0
1460,"Считаю, что лучше потратить деньги на одну хорошую сыворотку и сэкономить на умывалке и дневном креме. 
Дополняйте просто ваш обычный уход классным Витамином С или ретинолом, не обязательно покупать все продукты дико дорогие 🙂",считать потратить деньга один хороший сыворотка сэкономить умывалка дневный крем дополнять обычный уход классный витамин ретинол обязательно покупать продукт дико дорогой ,4,5
1461,"После того, как я написала, что тяжело найти дешёвый и хороший витамин С, много людей мне посоветовали вот эту корейскую сыворотку от #ItsSkin (~900₽) 

Читала отзывы, которые действительно хорошие, что сыворотка неплохо справляется с постакне и пигментацией. 

Но! У меня много вопросов к составу, где есть спирт и ряд канцерогенов, которые могут вызвать аллергическую реакцию у кожи. 

Просто хочу ответить на вопрос почему хорошие сыворотки дорого стоят — это практически идеальный состав, короткий и по делу. 

Конечно, вы можете попробовать эту сыворотку и я уверена, что она работает, но что проникает в ваш организм через кожу уже риторический вопрос.",написать тяжело найти дешёвый хороший витамин человек посоветовать корейский сыворотка  900₽ читать отзыв хороший сыворотка неплохо справляться постакна пигментация вопрос состав спирт ряд канцероген вызвать аллергический реакция кожа хотеть ответить вопрос хороший сыворотка дорого стоять — практически идеальный состав короткий дело мочь попробовать сыворотка уверить работать проникать организм кожа риторический вопрос,4,5
1462,"​​[Представляем](https://telegra.ph/file/1b1d7d941f2aa8678c397.jpg): случилась заветная поездка на море, вы на Миконосе, а до этого почти два года сидели в закрытом границами ковидарии, конечно нужно загорать в 10 раз серьезнее, намазывать масло с 13 до 16….и вообще….

Со всеми вытекающими обстоятельствами, конечно же появляется пигментация. **Солнце – главный фактор появления пигментных пятен, которое провоцирует выработку меланина. 

**Это могут быть: 
-веснушки 
-мелазма (крупные зоны пятен пигментации) 
-лентиго (пятна покрупнее, похоже на веснушки) 
-постакне 

**Именно в осенний период начинается активная работа с пигментацией, где есть два типа продуктов: **
__Для отшелушивания: __
-AHA (фруктовые кислоты) 
-BHA (салициловая кислота) 

__Для предотвращения и угнетения выработки пигмента: __
-Ниацинамид 
-витамин С 
-арбутин 
-феруловая кислота 

**И не забываем, что мы пользуемся SPF круглый год, даже в городе, даже в дождик 😬☝🏻

**Помимо средств можно прибегать к разным методам **ухода у косметологов: **

-химические пилинги 
-лазеры для фотоомоложения (например [М22](https://t.me/kosmetos/5351)) 
-лечение светом (аппарат [Heleo4](https://t.me/kosmetos/4967)) 

Возвращаясь к фото выше, я бы посоветовала Ксении курс М22, который практически полностью убирает такую пигментацию.",​​представляем11794128678397 случиться заветный поездка море миконос сидеть закрытый граница ковидарий загорать 10 серьёзный намазывать масло 13 16…ь вообще… вытекать обстоятельство появляться пигментация солнце – главный фактор появление пигментный пятно который провоцировать выработка меланин веснушка мелазма крупный зона пятно пигментация лентиго пятно крупный похоже веснушка постакна осенний период начинаться активный работа пигментация тип продукт отшелушивание  фруктовый кислота  салициловый кислота предотвращение угнетение выработка пигмент ниацинамид витамин арбутин феруловый кислота забывать пользоваться  круглый город дождик ☝ помимо средство прибегать разный метод уход косметолог химический пилинг лазер фотоомоложение например м225351 лечение свет аппарат 44967 возвращаться фото выше посоветовать ксения курс м22 практически полностью убирать такой пигментация,4,5
1463,"При всем уважении к Ксении Анатольевне и ее открытости к инстаграму без фильтров — такие пигментные пятна можно получить только если ты не пользуешься SPF, это базовый уход и как минимум профилактика рака кожи. 
Потому что легче это предотвратить, чем замазывать мейкапом и фильтрами. 

Мое субъективное мнение 😬",уважение ксения анатолиевич открытость инстаграм фильтр — пигментный пятно получить пользоваться  базовый уход минимум профилактика рак кожа лёгкий предотвратить замазывать мейкап фильтр мой субъективный мнение ,5,0
1464,"Ещё одно средство, которое нужно тоже упомянуть. Не включила его в список, потому что 
о нем все и так знают (надеюсь 😁) и в составе есть спирт, а я все-таки избегаю средств со спиртом, это мой личный бзик :)) 

Но средство реально очень хорошее, при любых повреждениях кожи, ожогах, ветрянке, укусах комаров и тд. 

Обязательно хорошо взболтать и нанести точечно на воспаления. 
**НО, если воспаление уже гнойное – вам нужен бензоил пероксид! 

Оксид цинка справляется только с красными болючими назревающими воспалениями.**",один средство который упомянуть включить список знать надеяться состав спирт всетаки избегать средство спирт личный бзик средство реально хороший любой повреждение кожа ожог ветрянка укус комар тд обязательно взболтать нанести точечный воспаление воспаление гнойный – нужный бензоил пероксид оксид цинк справляться красный болючий назревать воспаление,4,5
1465,"Супер пагубная привычка — ковырять лицо, от этого воспаления на самом деле проходят намного позже и остаётся постакне и гиперпигментация 😬

Что делать? 
Ну в идеале, не ковырять 😂😂😂
Но если вы всё-таки начали, а потом как говорится, как в тумане, то есть парочку вещей, которые спасут положение: 

-обязательно **протрите лицо мирамистином или хлоргексидином 
**
-если вы не уверены, что выдавили все, наносите на ночь аптечный **ихтиол** или **эффезел** (бензоил пероксид). 

-если выдавили и нужно теперь что-то делать с пятнами, наносим гель **бадяга форте** на 30-40 минут (может прижечь, если вы содрали ещё и кожу с воспалением). 

-если расковыряли и содрали кожу, то **солкосерил гель** пару раз в день или на ночь. Он подлечит «раны».

__Самое главное просто не трогать ещё раз на следующий день, даже если вы уверены что не все вышло!! 
Иначе лечение продлится на недели вперёд ☝🏻__",супер пагубный привычка — ковырять лицо воспаление дело проходить намного оставаться постакна гиперпигментация делать идеал ковырять всётаки начать говориться туман парочка вещь спасти положение обязательно протереть лицо мирамистин хлоргексидин уверить выдавить наносить ночь аптечный ихтиол эффезел бензоил пероксид выдавить чтоть делать пятно наносить гель бадяга форт 3040 минута прижечь содрать кожа воспаление расковырять содрать кожа солкосерить гель пара ночь подлечить «раны» самый главное трогать следующий уверить выйти иначе лечение продлиться неделя вперёд ☝,4,5
1466,"Очень годная сыворотка #ThePotions  с [каламином](https://www.letu.ru/product/the-potions-syvorotka-dlya-litsa-s-ekstraktom-kalamina/95700021), которая подойдёт для жирной / чувствительной кожи с розацеей / воспалениями / аллергией. 
Каламин — это такой розовый порошок, который как бы абсорбирует излишний жирный блеск кожи. 

Каламин в составе средства — отличная штука, которая успокаивает кожу, снимает общую красноту и красноту воспалений, придаёт коже красивый оттенок. 
Можно использовать вкупе с пептидами тоже. 

Имеет очень ненавязчивый запах, мне напоминает почему-то печенье юбилейное ☺️

*__кстати кто помнит двухфазное средство от воспалений от ____#MarioBadescu____, там на дне как раз каламин 🙂__

Сыворотка просто отличная, особенно если ее использовать перед нанесением макияжа, розовый оттенок выравнивает немного тон кожи, плюс в течении дня средство помогает с жирным блеском.

*__можно использовать с чем угодно, ретинол, вит С и тд__",годный сыворотка  каламином95700021 подойти жирный чувствительный кожа розацея воспаление аллергия каламин — розовый порошок абсорбировать излишний жирный блеск кожа каламин состав средство — отличный штука успокаивать кожа снимать общий краснота краснота воспаление придавать кожа красивый оттенок использовать вкупе пептид иметь ненавязчивый запах напоминать почемуть печение юбилейный ☺️ кстати помнить двухфазный средство воспаление  день каламин сыворотка отличный использовать нанесение макияж розовый оттенок выравнивать тон кожа плюс течение день средство помогать жирный блеск использовать угодный ретинол вит тд,4,5
1467,"Ну штош, продолжаю продвигать пользу от «света» в процедурах. 
Потому что **фотодинамическия терапия** помогает практически от всего: 

-если у вас расширенные поры/кожа склонная к акне (свет лечит высыпания) 

-если у вас розацея / гиперпигментация или постакне 

-дерматоз или кератоз или любые повреждения кожи 

-омоложение и подтяжка общего тонуса кожи 

Можно делать 8-10 процедур в любой сезон на аппарате [HELEO4](https://www.instagram.com/p/CPYNfUAgBa-/?utm_medium=copy_link)!

Как это работает можно прочитать по ссылке выше, единственный нюанс, лучше за 7-10 дней до процедур отказаться от сильных кислот или ретинола в уходе.

Для меня лично этот аппарат на равне с М22, но совершенно безболезненный. От курса HELEO4 кожа становится с более ровным тоном, а если вы ещё подключаете чистку лица, то эффект будет вау. 

Сейчас в клинике [Atomic Aesthetics](https://instagram.com/atomic_aesthetics?utm_medium=copy_link) курс от 5 процедур стоит 5990₽ (вместо 8000₽). Процедуру нужно делать раз в 1-2 недели, врач вас осмотрит и решит какой курс вам назначить. Многим хватает до 6 процедур 🙂",штоша продолжать продвигать польза «света» процедура фотодинамическия терапия помогать практически расширить порыкожа склонный акна свет лечить высыпание розацея гиперпигментация постакна дерматоз кератоз любой повреждение кожа омоложение подтяжка общий тонус кожа делать 810 процедура любой сезон аппарат 4 работать прочитать ссылка выше единственный нюанс 710 день процедура отказаться сильный кислота ретинол уход лично аппарат равне м22 совершенно безболезненный курс 4 кожа становиться ровный тон подключать чистка лицо эффект вау клиника   курс 5 процедура стоить 5990₽ вместо 8000₽ процедура делать 12 неделя врач осмотреть решить курс назначить многий хватать 6 процедура ,4,5
1468,"Просто милейшая студия перезапустилась после ремонта на Чистых прудах у [MA&MI](https://instagram.com/ma.and.mi) ❤️ 
Обязательно зацените, если будете в этом районе, ценю что ребята стараются сделать не только крутой и качественный сервис, но и красивое пространство! Там очень приятно и есть весь спектр услуг: 
-женский и мужской маникюр/педикюр 
-окрашивание, уходы, стрижка и укладка волос и все СПА уходы! 
-визаж и услуги бровиста/ламинирование! 

__*у меня на фото покрытие Luxio Breeze! __
Студия находится по адресу: 
Большой Харитоньевский пер.,9
Запись [тут](https://www.maandmi.ru/about-us/) ☺️",милый студия перезапуститься ремонт чистый пруд  ❤️ обязательно заценить район ценить ребята стараться сделать крутой качественный сервис красивый пространство приятно спектр услуга женский мужской маникюрпедикюр окрашивание уход стрижка укладка волос спа уход визаж услуга бровисталаминирование фото покрытие   студия находиться адрес большой харитоньевский пер9 запись тут ☺️,5,0
1469,"Продолжаю изучать все вариации Ниацинамида на рынке и пропустила очень насыщенный по компоненту продукт, который продаётся сейчас ещё и с огромной скидкой. 

У сыворотки RICHE очень высокое содержание НЦ: 20%, но помимо этого в составе есть бакучиол - это такой растительный аналог ретинола. Он не такой мощный, как ретинол, но так же ускоряет регенерацию кожи! 

Состав вообще отличный, ничего лишнего в ней нет и никаких добавочных сильных отдушек. Пахнет очень приятно. Повторюсь, что НЦ очень круто борется с высыпаниями, оказывая противовоспалительный эффект. Можно комбинировать его с ретинолом. 

Кстати, в RICHE только сегодня будут [огромные скидки](https://clck.ru/WusmZ) **70% на все!! **
Можно закупиться по полной программе, сразу несколькими средствами для ухода 🙂",продолжать изучать вариация ниацинамид рынок пропустить насыщенный компонент продукт продаваться огромный скидка сыворотка  высокий содержание нц 20 помимо состав бакучиол растительный аналог ретинол мощный ретинол ускорять регенерация кожа состав вообще отличный лишний никакой добавочный сильный отдушка пахнуть приятно повториться нц круто бороться высыпание оказывать противовоспалительный эффект комбинировать ретинол кстати  огромный скидки 70 закупиться полный программа сразу несколько средство уход ,4,5
1470,"**Витамин С** нужен если: 

-у вас уже первые признаки морщин и увядающей кожи (стимулирует синтез коллагена)
-акне / постакне, он достаточно мощно осветляет кожу от пигментации и помогает при профилактике появления новых пятен. 
-важнейший антиоксидант (проще говоря тормозит старение кожи) 
-улучшает защитные свойства кожи 


__*Я на своём опыте пока не нашла дешевых средств с вит С, которые не раздражают кожу. Такие средства легко могут вызвать покраснение/зуд и много неприятных ощущений из-за которых не хочется использовать этот компонент вовсе. А это очень очень неправильно!
Понимаю, что кожа у всех разная, но единственная причина отказываться от вит С – если у вас атопический дерматит или реактивная чувствительность 😳__",витамин нужный первый признак морщина увядать кожа стимулировать синтез коллаген акна постакна достаточно мощно осветлять кожа пигментация помогать профилактика появление новый пятно важный антиоксидант простой говорить тормозить старение кожа улучшать защитный свойство кожа свой опыт найти дешёвый средство вит раздражать кожа средство легко вызвать покраснениезуд неприятный ощущение изз хотеться использовать компонент вовсе неправильно понимать кожа разный единственный причина отказываться вит – атопический дерматит реактивный чувствительность ,4,5
1471,"Запомните на чем держится улучшение состояние кожи из того, что вы можете себе позволить без косметолога или аппаратов: 

**-AHA кислоты 
-Ретиноиды 
-витамин С 
-Пептиды **

*Если про первые два пункта ещё как-то понятно, то следующие два звучат необязательно, хотя это тоже важнейшие компоненты в уходе.",запомнить держаться улучшение состояние кожа мочь позволить косметолог аппарат  кислота ретиноида витамин пептид первый пункт както понятно следующий звучать необязательно важный компонент уход,4,5
1472,"Ещё одна сыворотка с вит. С,  для тех кто не любит средства с вит. С 😂

Я писала недавно про #111Skin, так вот эта от #SundayRiley ничуть не хуже. Никакого раздражения от неё, впитывается моментально и не оставляет никакого «жирного» блеска. Потому что так часто бывает с жирной кожей. 
При этом она очень мощная, имейте ввиду. Пока есть время до ретинола, на осень после отпусков и чрезмерного солнца – сыворотка будет идеальным помощником привести кожу в порядок от пигментации / любых повреждений на коже/ постакне и тёмных кругов под глазами. После длительного использования она ещё и разглаживает кожу и наполняет ее «влагой» (вит. С способствует выработки коллагена). 
Подойдет даже очень чувствительной коже. 

Наносим утром или вечером, я предпочитаю утром + любой спф. 
Несмотря на то, что витамин С тоже работает против от УФ-лучей, лучше все равно использовать отдельно защиту сверху.  Ну это понятно и так, думаю 🙃

https://sephora.ru/care/face/recovery/sunday-riley-ceo-rapid-flash-prod79ac/",один сыворотка вит любить средство вит писать 111  ничуть плохой никакой раздражение впитываться моментально оставлять никакой «жирного» блеск жирный кожа мощный иметь ввиду ретинол осень отпуск чрезмерный солнце – сыворотка идеальный помощник привести кожа порядок пигментация любой повреждение кожа постакна тёмный круг глаз длительный использование разглаживать кожа наполнять «влагой» вит способствовать выработка коллаген подойти чувствительный кожа наносить утром вечером предпочитать утром любой спф несмотря витамин работать уфлуч равно использовать отдельно защита сверху понятно думать 79,4,5
1473,"Уже больше месяца я тестирую новый косметический ролик для лица от [BORK](https://www.bork.ru/eShop/Beauty-Care/d690/?utm_source=telegram&utm_medium=influence&utm_campaign=kosmetos&utm_term=d690)!
Расскажу что это и зачем нужно каждому иметь такую штучку у себя дома 👀

Для начала скажу, что это не первый микротоковый гаджет которым я пользуюсь, я очень верю в «домашнюю» аппаратную косметологию, особенно когда это так просто. 

Что же за гаджет у BORK и чем он отличается от других? Во-первых это самый легкий прибор, которым я пользовалась и его удобно брать с собой куда угодно. Он очень компактный. Сделан полностью в Японии, а его массажные ролики покрыты хромом. 

С помощью этих роликов можно проводить 2 процедуры: микротоковая терапия и миостимуляци (EMS-массаж). Разберём отдельно каждую 🧐

**Микротоки – **проникают в верхние слои кожи, усиливают регенерирующие процессы, омолаживает ее. Если **вы склонны к отечности - микротоки ваш лучший друг**, потому что они способствуют оттоку лимфы и, как следствие, уменьшают отеки на лице. Используйте несколько раз по утрам и увидите результат за пару недель. Что касается омоложения, микротоки помогают с только-только появившимися мимическими морщинами. Если вы ещё не готовы или не хотите  колоть ботокс – массаж роликами отличный компромисс! 

**Миостимуляция или EMS-массаж **воздействует на мышцы импульсными токами, обеспечивая глубокий лифтинг лица и шеи. У прибора 4 уровня интенсивности и можно подробно посмотреть [видео-инструкцию](https://www.bork.ru/s/beauty_d690/) как правильно делать массаж. 
Я пользовалась сразу самой мощной интенсивностью, редко чувствуешь на лице легкие покалывания) 

Перед тем как использовать прибор лучше нанести крем или масло на чистую кожу лица, я использую обычный гель с алое. Не важно что вы будете использовать – главное чтобы «поверхность» была чуть скользкой для массажа роликом. 

Самое крутое, что этот гаджет не нужно использовать чаще 2-3 раз в неделю! То есть даже если вы будете забывать, вы все равно успеете им воспользоваться. Он не требует каждодневных усилий 😉

Прибор лучше не использовать беременным женщинам и у тех, у кого есть на лице пирсинг (при возможности лучше снимать) или брекеты. Так же лучше проконсультироваться с врачом, если у вас уже стоят нити! 
Что касается ботокса – я лично уверена, что можно совмещать, например, если вы колете лоб – массаж можно делать везде, кроме лба и тд. Я лично буду делать так, если прибегну к инъекциям. 

Нужен ли этот косметический ролик для лица? Я бы сказала, что очень. Я уже много лет топлю за такие приборы и что массажем можно добиться крутейших результатов. Мне уже 30 и я только-только задумываюсь о некоторых инъекциях. А чем раньше вы начнёте подключать такого плана уход дома, тем лучше, потому что  **массаж лица – это профилактика чёткого контура и молодой кожи**, и вам понадобится намного меньше инъекций красоты в будущем. Это супер гаджет, который прослужит вам очень долгую жизнь и вы заметите уже через месяц как лицо реагирует на микротоки и миостимуляцию. Черты лица становятся более «четкими», уходит отёчность и разглаживаются мелкие морщинки. 

[Прочитать ещё более подробно и купить ролик можно тут](https://www.bork.ru/s/beauty_d690/)!",месяц тестировать новый косметический ролик лицо 690690 рассказать каждый такой штучка дом сказать микротоковый гаджет который пользоваться верить «домашнюю» аппаратный косметология гаджет  отличаться вопервое самый лёгкий прибор который пользоваться удобно брать угодный компактный сделать полностью япония массажный ролик покрыть хром помощь ролик проводить 2 процедура микротоковый терапия миостимуляци массаж разобрать отдельно каждый 🧐 микроток – проникать верхний слой кожа усиливать регенерировать процесс омолаживать склонный отёчность микроток хороший друг способствовать отток лимфа следствие уменьшать отечь лицо использовать утро увидеть результат пара неделя касаться омоложение микроток помогать толькотолько появиться мимический морщина готовый хотеть колоть ботокс – массаж ролик отличный компромисс миостимуляция массаж воздействовать мышца импульсный ток обеспечивать глубокий лифтинг лицо шея прибор 4 уровень интенсивность подробно посмотреть видеоинструкцию690 правильно делать массаж пользоваться сразу мощный интенсивность редко чувствовать лицо лёгкий покалывание использовать прибор нанести крем масло чистый кожа лицо использовать обычный гель алый важно использовать – главное «поверхность» скользкий массаж ролик самый крутой гаджет использовать 23 неделя забывать равно успеть воспользоваться требовать каждодневный усилие прибор использовать беременная женщина лицо пирсинг возможность снимать брекет проконсультироваться врач стоять нить касаться ботокса – лично уверить совмещать например колет лоб – массаж делать лоб тд лично делать прибегнуть инъекция нужный косметический ролик лицо топить прибор массаж добиться крутый результат 30 толькотолько задумываться некоторый инъекция начать подключать такой план уход дом массаж лицо – профилактика чёткий контур молодой кожа понадобиться намного инъекция красота будущее супер гаджет прослужить долгий заметить месяц лицо реагировать микроток миостимуляция черта лицо становиться «четкими» уходить отёчность разглаживаться мелкий морщинка прочитать подробно купить ролик тут690,4,5
1474,"Кстати про ковид и вакцинацию, у многих сбивается цикл из-за него (и это нормально, нужно проконсультироваться с гинекологом своим). 
У меня такого не было, но в первый же цикл после второй прививки обсыпало сильно, давно у меня такого не было, чтобы прям 4-5 воспалений сразу 🥲
Опять же, тоже нормально, может просто лагать самое уязвимое в организме.",кстати ковид вакцинация многий сбиваться цикл изз нормально проконсультироваться гинеколог свой такой цикл прививка обсыпать сильно такой прям 45 воспаление сразу 🥲 нормально лагать самый уязвимый организм,5,0
1475,"**Сохраните себе памятку что с чем можно использовать: 
это общая информация, конечно же все зависит от того насколько сильные вы используете по компонентам продукты. **

Ретинол + гиалуроновая кислота= ✅
Ретинол + Ниацинамид = ✅
Ретинол + AHA или BHA = 🚫
Ретинол + витамин С = 🚫
Ретинол + бензоил пероксид = 🚫

Ниацинамид + BHA = ✅
Ниацинамид + бензоил пероксид = ✅
Ниацинамид + AHA = 🚫

Витамин С + витамин Е = ✅
Витамин С + феруловая кислота = ✅
Витамин С + ретинол = 🚫
Витамин С + AHA или BHA = 🚫
Витамин С + ниацинамид = 🚫
Витамин С + бензоил пероксид = 🚫

Бензоил пероксид + BHA (салициловая кислота) = ✅
*со всем остальным бензоил пероксид лучше не использовать одновременно. 


(__Надеюсь все записала 😹😹
Кроме пептидов, про них отдельно скажу!)__",сохранить памятка использовать общий информация зависеть насколько сильный использовать компонент продукт ретинол гиалуроновый кислота ✅ ретинол ниацинамид ✅ ретинол   ретинол витамин ретинол бензоил пероксид ниацинамид  ✅ ниацинамид бензоил пероксид ✅ ниацинамид  витамин витамин ✅ витамин феруловый кислота ✅ витамин ретинол витамин   витамин ниацинамид витамин бензоил пероксид бензоил пероксид  салициловый кислота ✅ остальной бензоил пероксид использовать одновременно надеяться записать пептид отдельно сказать,4,5
